Category_ID,Category_Name,Category_Description,Category_Image
946,Drama,"Fracture of unsp part of l clavicle, subs for fx w nonunion",http://dummyimage.com/188x100.png/dddddd/000000
947,Drama,"Bipolar disord, crnt epsd depress, severe, w psych features",http://dummyimage.com/111x100.png/cc0000/ffffff
948,Drama|Mystery|Romance|Thriller,Partial traumatic amputation of left hand at wrist level,http://dummyimage.com/242x100.png/dddddd/000000
949,Comedy|Sci-Fi|Thriller,Fall on board watercraft,http://dummyimage.com/166x100.png/dddddd/000000
950,Romance|Western,"Nondisp bimalleol fx l low leg, 7thE",http://dummyimage.com/113x100.png/dddddd/000000
951,Drama,"Slf-hrm by jumping or lying in front of moving object, subs",http://dummyimage.com/150x100.png/5fa2dd/ffffff
952,Action|War,Swimming-pool of children's home and orphanage as place,http://dummyimage.com/224x100.png/ff4444/ffffff
953,Western,"Oth fx upper end of left tibia, subs for clos fx w malunion",http://dummyimage.com/136x100.png/cc0000/ffffff
954,Horror|Mystery|Thriller,"Hematoma of pinna, unspecified ear",http://dummyimage.com/199x100.png/dddddd/000000
955,Animation|Children|Comedy,"Burn of second degree of right shoulder, initial encounter",http://dummyimage.com/245x100.png/5fa2dd/ffffff
956,Documentary,"Minor laceration of right carotid artery, initial encounter",http://dummyimage.com/160x100.png/5fa2dd/ffffff
957,Action|Drama|Sci-Fi|Thriller,"Oth physeal fracture of upper end of right femur, init",http://dummyimage.com/205x100.png/cc0000/ffffff
958,Drama,Driver of special agricultural vehicle injured in traf,http://dummyimage.com/104x100.png/5fa2dd/ffffff
959,Drama,Minor contusion of unspecified kidney,http://dummyimage.com/114x100.png/cc0000/ffffff
960,Crime|Drama,"Retinal artery branch occlusion, unspecified eye",http://dummyimage.com/145x100.png/dddddd/000000
961,Comedy|Romance,Unil post-trauma osteoarth of first carpometacarp joint,http://dummyimage.com/132x100.png/5fa2dd/ffffff
962,Comedy|Drama,"Unspecified injury of muscle and tendon of head, sequela",http://dummyimage.com/166x100.png/dddddd/000000
963,Documentary,"Injury of tibial nerve at lower leg level, left leg, init",http://dummyimage.com/188x100.png/5fa2dd/ffffff
964,Crime|Thriller,"Occup of pk-up/van inj in clsn w 2/3-whl mv nontraf, sequela",http://dummyimage.com/221x100.png/ff4444/ffffff
965,Comedy|Romance,Laceration of dorsal vein of foot,http://dummyimage.com/148x100.png/cc0000/ffffff
966,Comedy,"Oth physeal fx upper end of l femur, subs for fx w malunion",http://dummyimage.com/224x100.png/5fa2dd/ffffff
967,Comedy|Musical,Injury of femoral artery,http://dummyimage.com/236x100.png/5fa2dd/ffffff
968,Drama|Western,"Scombroid fish poisoning, accidental (unintentional), init",http://dummyimage.com/234x100.png/dddddd/000000
969,Comedy|Romance,Neoplasm of uncertain behavior of unspecified kidney,http://dummyimage.com/110x100.png/ff4444/ffffff
970,Romance|Sci-Fi,Exostosis of right orbit,http://dummyimage.com/133x100.png/ff4444/ffffff
971,Drama,"Inhalant dependence with intoxication, uncomplicated",http://dummyimage.com/181x100.png/dddddd/000000
972,Drama,War operations involving explosion of aerial bomb,http://dummyimage.com/230x100.png/5fa2dd/ffffff
973,Drama,"Other multiple liveborn infant, born in hospital",http://dummyimage.com/195x100.png/ff4444/ffffff
974,Drama,"Toxic effect of contact w venom marine plant, asslt, sequela",http://dummyimage.com/134x100.png/ff4444/ffffff
975,Documentary|Drama|Musical,"I/I react d/t ventricular intracranial shunt, init",http://dummyimage.com/132x100.png/cc0000/ffffff
976,Animation|Fantasy,"Toxic effect of other organic solvents, assault, init encntr",http://dummyimage.com/107x100.png/dddddd/000000
977,Comedy,"Poisn by antigonadtr/antiestr/antiandrg, NEC, undet, subs",http://dummyimage.com/238x100.png/5fa2dd/ffffff
978,Documentary,"Other chronic osteomyelitis, unspecified tibia and fibula",http://dummyimage.com/119x100.png/cc0000/ffffff
979,Drama,"Legal intervnt w unsp sharp objects, bystand inj, sequela",http://dummyimage.com/179x100.png/dddddd/000000
980,Documentary|War,"Retracted nipple associated with pregnancy, second trimester",http://dummyimage.com/148x100.png/cc0000/ffffff
981,Drama,Endomyocardial (eosinophilic) disease,http://dummyimage.com/214x100.png/dddddd/000000
982,Drama,"Nondisp fx of lateral cuneiform of r foot, init for opn fx",http://dummyimage.com/131x100.png/cc0000/ffffff
983,Drama|Fantasy|Horror|Mystery|Thriller,"Toxic effect of unsp corrosive substance, assault, sequela",http://dummyimage.com/121x100.png/dddddd/000000
984,Drama,"Radiolog proc/radiothrpy cause abn react/compl, w/o misadvnt",http://dummyimage.com/232x100.png/dddddd/000000
985,Comedy|Musical|War,Pain disorders related to psychological factors,http://dummyimage.com/147x100.png/dddddd/000000
986,Drama,"Oth fx left patella, subs for opn fx type I/2 w malunion",http://dummyimage.com/158x100.png/5fa2dd/ffffff
987,Drama,"Frostbite with tissue necrosis of right ankle, subs encntr",http://dummyimage.com/207x100.png/cc0000/ffffff
988,Horror,Unspecified hypotony of eye,http://dummyimage.com/141x100.png/5fa2dd/ffffff
989,Comedy,"Adherent leukoma, left eye",http://dummyimage.com/138x100.png/5fa2dd/ffffff
990,Action|Drama|Romance,"Injury of nerves at abdomen, low back and pelvis level, init",http://dummyimage.com/226x100.png/dddddd/000000
991,Comedy,"Torus fracture of lower end of right femur, sequela",http://dummyimage.com/133x100.png/ff4444/ffffff
992,Drama,"Lac w/o fb of abd wall, periumb rgn w/o penet perit cav",http://dummyimage.com/102x100.png/ff4444/ffffff
993,Crime|Mystery|Thriller,Nausea and vomiting,http://dummyimage.com/127x100.png/5fa2dd/ffffff
994,Horror,"Inj oth musc/tend at lower leg level, right leg",http://dummyimage.com/225x100.png/cc0000/ffffff
995,Drama,"Disp fx of med phalanx of unsp fngr, subs for fx w nonunion",http://dummyimage.com/212x100.png/5fa2dd/ffffff
996,Documentary,"Infct of amniotic sac and membrns, unsp, second tri, fetus 5",http://dummyimage.com/122x100.png/dddddd/000000
997,Action|Drama|Thriller,"Spasm of accommodation, bilateral",http://dummyimage.com/204x100.png/dddddd/000000
998,Crime|Drama|Romance,Oth and unsp symptoms and signs involving the GU sys,http://dummyimage.com/222x100.png/ff4444/ffffff
999,Comedy|Romance,"Oth injury of unsp tibial artery, unsp leg, init encntr",http://dummyimage.com/151x100.png/5fa2dd/ffffff
1000,Action|Comedy|Crime|Thriller,Web of larynx,http://dummyimage.com/139x100.png/cc0000/ffffff
